incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
055640-17032013,Autumn,6100,0,Office Hours,hotel,Week_ends,0,30,0,100
055662-17032013,Autumn,6200,0,Office Hours,school,Week_ends,0,7,0,100
055784-17032013,Autumn,6200,0,Cooking-time,industry_facility,Week_ends,0,3,0,100
055889-18032013,Autumn,6200,1,Night-time,school,Work_days,0,2,0,100
055927-18032013,Autumn,6100,0,Night-time,restaurant,Work_days,0,1,0,100
055942-18032013,Autumn,0,0,Night-time,others,Work_days,0,4,0,100
056046-18032013,Autumn,6900,2,Office Hours,hospital,Work_days,0,6,0,100
056201-18032013,Autumn,6100,0,Office Hours,restaurant,Work_days,0,8,0,100
056217-18032013,Autumn,6110,1,Office Hours,school,Work_days,0,12,0,100
056329-18032013,Autumn,6100,1,Cooking-time,public_facility,Work_days,0,14,0,100
056372-18032013,Autumn,6100,1,Night-time,hotel,Work_days,0,13,0,100
056391-19032013,Autumn,6110,0,Night-time,public_facility,Work_days,0,13,0,100
056427-19032013,Autumn,6110,0,Night-time,school,Work_days,0,53,0,100
056431-19032013,Autumn,1200,0,Night-time,public_facility,Work_days,0,1,0,100
056469-19032013,Autumn,6110,2,Cooking-time,school,Work_days,0,10,0,100
056473-19032013,Autumn,6990,1,Cooking-time,office,Work_days,0,27,0,100
056474-19032013,Autumn,6110,0,Cooking-time,house,Work_days,0,4,0,100
056478-19032013,Autumn,6110,3,Cooking-time,school,Work_days,0,3,0,100
056564-19032013,Autumn,1100,0,Office Hours,public_facility,Work_days,0,21,0,100
056616-19032013,Autumn,6110,4,Cooking-time,school,Work_days,0,2,0,100
056620-19032013,Autumn,6110,1,Cooking-time,public_facility,Work_days,0,8,0,100
056631-19032013,Autumn,6110,2,Cooking-time,public_facility,Work_days,0,1,0,100
056702-19032013,Autumn,6110,5,Office Hours,school,Work_days,0,2,0,100
056775-19032013,Autumn,6900,1,Office Hours,hospital,Work_days,0,16,0,100
057049-20032013,Autumn,1100,0,Cooking-time,hotel,Work_days,0,18,0,100
057099-20032013,Autumn,6200,0,Cooking-time,house,Work_days,0,9,0,100
057140-20032013,Autumn,6110,1,Office Hours,others,Work_days,0,5,0,100
057257-20032013,Autumn,1100,0,Cooking-time,rest_home,Work_days,0,10,0,100
057285-20032013,Autumn,6110,6,Office Hours,school,Work_days,0,2,0,100
057618-21032013,Autumn,6100,1,Night-time,office,Work_days,0,4,0,100
057640-21032013,Autumn,6100,2,Night-time,office,Work_days,0,1,0,100
057711-21032013,Autumn,6200,0,Office Hours,office,Work_days,0,13,0,100
057738-21032013,Autumn,6900,0,Office Hours,restaurant,Work_days,0,15,0,100
057812-21032013,Autumn,6100,2,Cooking-time,others,Work_days,0,20,0,100
057832-21032013,Autumn,6100,0,Cooking-time,house,Work_days,0,35,0,100
058143-21032013,Autumn,1100,1,Cooking-time,others,Work_days,0,15,0,100
058148-21032013,Autumn,6100,0,Night-time,industry_facility,Work_days,0,8,0,100
058268-22032013,Autumn,6990,2,Night-time,public_facility,Work_days,0,2,0,100
058405-22032013,Autumn,6100,0,Office Hours,tansport,Work_days,0,18,0,100
058411-22032013,Autumn,6900,1,Office Hours,rest_home,Work_days,0,22,0,100
058487-22032013,Autumn,1100,0,Cooking-time,public_facility,Work_days,0,21,0,100
058488-22032013,Autumn,6200,0,Cooking-time,hospital,Work_days,0,18,0,100
058874-22032013,Autumn,6900,2,Night-time,apartment,Work_days,0,6,0,100
058880-22032013,Autumn,6900,2,Night-time,school,Work_days,0,11,0,100
058924-23032013,Autumn,6100,1,Night-time,office,Week_ends,0,5,0,100
058973-23032013,Autumn,6900,1,Night-time,rest_home,Week_ends,0,8,0,100
058980-23032013,Autumn,6110,1,Night-time,school,Week_ends,0,5,0,100
059077-23032013,Autumn,6900,1,Office Hours,hotel,Week_ends,0,10,0,100
059079-23032013,Autumn,6110,3,Office Hours,school,Week_ends,0,1,0,100
059124-23032013,Autumn,1100,0,Office Hours,public_facility,Week_ends,0,6,0,100
059125-23032013,Autumn,6110,4,Office Hours,school,Week_ends,0,1,0,100
059160-23032013,Autumn,6200,0,Cooking-time,apartment,Week_ends,0,37,0,100
059181-23032013,Autumn,6110,5,Cooking-time,school,Week_ends,0,1,0,100
059230-23032013,Autumn,6900,2,Cooking-time,rest_home,Week_ends,0,3,0,100
059239-23032013,Autumn,6110,6,Cooking-time,school,Week_ends,0,1,0,100
059296-23032013,Autumn,6110,0,Office Hours,hotel,Week_ends,0,3,0,100
059311-23032013,Autumn,6990,1,Office Hours,hotel,Week_ends,0,5,0,100
059342-23032013,Autumn,1100,0,Office Hours,shopping_mall,Week_ends,0,7,0,100
059360-23032013,Autumn,6110,7,Office Hours,school,Week_ends,0,1,0,100
059406-23032013,Autumn,1100,0,Office Hours,rest_home,Week_ends,0,5,0,100
059412-23032013,Autumn,1100,1,Cooking-time,school,Week_ends,0,2,0,100
059426-23032013,Autumn,6990,2,Cooking-time,rest_home,Week_ends,0,3,0,100
059443-23032013,Autumn,1120,0,Cooking-time,others,Week_ends,0,4,0,100
059625-24032013,Autumn,6110,8,Night-time,others,Week_ends,0,1,0,100
059683-24032013,Autumn,6900,2,Night-time,hotel,Week_ends,0,1,0,100
059712-24032013,Autumn,1100,1,Night-time,public_facility,Week_ends,0,1,0,100
059729-24032013,Autumn,6990,1,Cooking-time,hospital,Week_ends,0,11,0,100
059836-24032013,Autumn,6990,1,Office Hours,hospital,Week_ends,0,6,0,100
059870-24032013,Autumn,6990,0,Office Hours,tansport,Week_ends,0,5,0,100
059934-24032013,Autumn,6990,2,Cooking-time,apartment,Week_ends,0,5,0,100
059978-24032013,Autumn,6990,0,Office Hours,industry_facility,Week_ends,0,7,0,100
060278-25032013,Autumn,6200,0,Night-time,public_facility,Work_days,0,20,0,100
060290-25032013,Autumn,6200,0,Night-time,school,Work_days,0,13,0,100
060335-25032013,Autumn,6100,1,Night-time,shopping_mall,Work_days,0,7,0,100
060358-25032013,Autumn,6100,2,Cooking-time,shopping_mall,Work_days,0,2,0,100
060428-25032013,Autumn,6200,1,Office Hours,school,Work_days,0,7,0,100
060606-25032013,Autumn,6900,1,Cooking-time,public_facility,Work_days,0,21,0,100
060874-25032013,Autumn,6900,1,Cooking-time,hotel,Work_days,0,12,0,100
061001-26032013,Autumn,6990,1,Night-time,rest_home,Work_days,0,12,0,100
061007-26032013,Autumn,6100,1,Night-time,public_facility,Work_days,0,12,0,100
061140-26032013,Autumn,6200,1,Office Hours,apartment,Work_days,0,5,0,100
061167-26032013,Autumn,6110,0,Office Hours,hospital,Work_days,0,5,0,100
061194-26032013,Autumn,6990,0,Cooking-time,restaurant,Work_days,0,9,0,100
061389-26032013,Autumn,6120,0,Office Hours,industry_facility,Work_days,0,1,0,100
061538-26032013,Autumn,6990,1,Night-time,shopping_mall,Work_days,0,22,0,100
061579-26032013,Autumn,6990,2,Night-time,shopping_mall,Work_days,0,9,0,100
061596-27032013,Autumn,1100,0,Night-time,rest_home,Work_days,0,6,0,100
061898-27032013,Autumn,6990,1,Cooking-time,school,Work_days,0,18,0,100
061985-27032013,Autumn,1120,0,Office Hours,hospital,Work_days,0,2,0,100
062064-27032013,Autumn,6990,2,Office Hours,shopping_mall,Work_days,0,7,0,100
062338-28032013,Autumn,6900,0,Night-time,restaurant,Work_days,0,14,0,100
062356-28032013,Autumn,6990,0,Night-time,house,Work_days,0,9,0,100
062359-28032013,Autumn,6990,1,Night-time,hospital,Work_days,0,9,0,100
062625-28032013,Autumn,6900,1,Office Hours,hotel,Work_days,0,14,0,100
062778-28032013,Autumn,6100,0,Office Hours,industry_facility,Work_days,0,13,0,100
062791-28032013,Autumn,6990,2,Office Hours,apartment,Work_days,0,7,0,100
062819-28032013,Autumn,6990,3,Office Hours,apartment,Work_days,0,2,0,100
063079-29032013,Autumn,6990,0,Night-time,tansport,Work_days,0,11,0,100
063109-29032013,Autumn,6100,0,Night-time,tansport,Work_days,0,25,0,100
063178-29032013,Autumn,6900,2,Cooking-time,school,Work_days,0,9,0,100
063621-29032013,Autumn,6900,1,Night-time,public_facility,Work_days,0,14,0,100
063767-30032013,Autumn,6100,1,Cooking-time,tansport,Week_ends,0,2,0,100
063775-30032013,Autumn,6100,1,Cooking-time,rest_home,Week_ends,0,15,0,100
063798-30032013,Autumn,6100,2,Cooking-time,rest_home,Week_ends,0,2,0,100
063864-30032013,Autumn,6100,1,Cooking-time,shopping_mall,Week_ends,0,7,0,100
063896-30032013,Autumn,6210,0,Cooking-time,office,Week_ends,0,3,0,100
063930-30032013,Autumn,6110,0,Cooking-time,rest_home,Week_ends,0,4,0,100
063932-30032013,Autumn,6990,3,Cooking-time,shopping_mall,Week_ends,0,3,0,100
063958-30032013,Autumn,6100,2,Office Hours,others,Week_ends,0,6,0,100
063960-30032013,Autumn,6100,3,Office Hours,others,Week_ends,0,5,0,100
063962-30032013,Autumn,6100,4,Office Hours,others,Week_ends,0,2,0,100
064024-30032013,Autumn,6100,1,Office Hours,apartment,Week_ends,0,8,0,100
064055-30032013,Autumn,6100,0,Cooking-time,house,Week_ends,0,15,0,100
064129-30032013,Autumn,6900,1,Cooking-time,tansport,Week_ends,0,3,0,100
064182-30032013,Autumn,6900,2,Night-time,shopping_mall,Week_ends,0,4,0,100
064197-30032013,Autumn,6990,2,Night-time,shopping_mall,Week_ends,0,5,0,100
064241-31032013,Autumn,1100,0,Night-time,hotel,Week_ends,0,5,0,100
064267-31032013,Autumn,6210,1,Night-time,office,Week_ends,0,1,0,100
064293-31032013,Autumn,6100,0,Night-time,house,Week_ends,0,8,0,100
064340-31032013,Autumn,6210,2,Night-time,office,Week_ends,0,1,0,100
064351-31032013,Autumn,6990,0,Night-time,tansport,Week_ends,0,4,0,100
064383-31032013,Autumn,6900,1,Cooking-time,industry_facility,Week_ends,0,2,0,100
064395-31032013,Autumn,6110,0,Cooking-time,apartment,Week_ends,0,15,0,100
064414-31032013,Autumn,6900,2,Office Hours,hotel,Week_ends,0,1,0,100
064437-31032013,Autumn,6900,1,Office Hours,tansport,Week_ends,0,1,0,100
064453-31032013,Autumn,6290,0,Cooking-time,school,Week_ends,0,1,0,100
064574-31032013,Autumn,7110,0,Office Hours,public_facility,Week_ends,0,4,0,100
064589-31032013,Autumn,6100,1,Office Hours,hospital,Week_ends,0,14,0,100
064614-31032013,Autumn,1100,0,Cooking-time,tansport,Week_ends,0,4,0,100
064759-31032013,Autumn,6900,3,Night-time,hotel,Week_ends,0,1,0,100
064786-31032013,Autumn,6110,0,Night-time,hospital,Week_ends,0,1,0,100
064798-01042013,Autumn,1100,1,Night-time,hotel,Work_days,0,2,0,100
064806-01042013,Autumn,6900,4,Night-time,hotel,Work_days,0,1,0,100
064836-01042013,Autumn,1100,0,Night-time,house,Work_days,0,5,0,100
064850-01042013,Autumn,6900,5,Night-time,hotel,Work_days,0,1,0,100
064865-01042013,Autumn,6200,0,Night-time,industry_facility,Work_days,0,7,0,100
065352-02042013,Autumn,1100,1,Night-time,shopping_mall,Work_days,0,3,0,100
065441-02042013,Autumn,6110,0,Office Hours,public_facility,Work_days,0,19,0,100
065515-02042013,Autumn,6900,1,Cooking-time,shopping_mall,Work_days,0,19,0,100
065636-02042013,Autumn,6110,1,Office Hours,apartment,Work_days,0,2,0,100
065973-03042013,Autumn,6100,0,Night-time,house,Work_days,0,8,0,100
066021-03042013,Autumn,6110,1,Cooking-time,office,Work_days,0,4,0,100
066096-03042013,Autumn,6110,2,Office Hours,school,Work_days,0,9,0,100
066106-03042013,Autumn,6200,0,Office Hours,tansport,Work_days,0,2,0,100
066157-03042013,Autumn,6110,2,Cooking-time,office,Work_days,0,3,0,100
066456-03042013,Autumn,1100,0,Night-time,office,Work_days,0,19,0,100
066505-04042013,Autumn,1100,1,Night-time,school,Work_days,0,6,0,100
066514-04042013,Autumn,1120,0,Night-time,office,Work_days,0,4,0,100
066560-04042013,Autumn,1100,1,Cooking-time,shopping_mall,Work_days,0,7,0,100
066568-04042013,Autumn,1100,2,Cooking-time,shopping_mall,Work_days,0,1,0,100
066581-04042013,Autumn,1100,2,Cooking-time,school,Work_days,0,2,0,100
066656-04042013,Autumn,6990,0,Office Hours,restaurant,Work_days,0,3,0,100
066941-04042013,Autumn,6200,0,Cooking-time,tansport,Work_days,0,4,0,100
066970-04042013,Autumn,1100,3,Cooking-time,school,Work_days,0,2,0,100
066998-04042013,Autumn,1100,4,Cooking-time,school,Work_days,0,1,0,100
067018-04042013,Autumn,1100,5,Night-time,school,Work_days,0,1,0,100
067048-05042013,Autumn,1100,6,Night-time,school,Work_days,0,1,0,100
067080-05042013,Autumn,6900,1,Night-time,office,Work_days,0,11,0,100
067362-05042013,Autumn,1100,7,Office Hours,school,Work_days,0,1,0,100
067611-06042013,Autumn,6100,1,Night-time,public_facility,Week_ends,0,9,0,100
067683-06042013,Autumn,6200,0,Night-time,tansport,Week_ends,0,1,0,100
067689-06042013,Autumn,1900,0,Night-time,others,Week_ends,0,1,0,100
067702-06042013,Autumn,6100,2,Cooking-time,public_facility,Week_ends,0,2,0,100
067780-06042013,Autumn,1100,8,Office Hours,school,Week_ends,0,1,0,100
067782-06042013,Autumn,6100,0,Office Hours,house,Week_ends,0,3,0,100
067834-06042013,Autumn,6990,1,Cooking-time,office,Week_ends,0,11,0,100
067861-06042013,Autumn,6990,2,Cooking-time,office,Week_ends,0,2,0,100
067889-06042013,Autumn,6990,1,Office Hours,office,Week_ends,0,7,0,100
067917-06042013,Autumn,1100,1,Office Hours,others,Week_ends,0,3,0,100
067942-06042013,Autumn,6990,0,Office Hours,restaurant,Week_ends,0,1,0,100
068063-06042013,Autumn,6990,2,Cooking-time,shopping_mall,Week_ends,0,2,0,100
068075-06042013,Autumn,6990,1,Night-time,office,Week_ends,0,3,0,100
068109-06042013,Autumn,6990,0,Night-time,restaurant,Week_ends,0,2,0,100
068110-06042013,Autumn,6200,0,Night-time,industry_facility,Week_ends,0,3,0,100
068265-07042013,Autumn,6990,2,Night-time,public_facility,Week_ends,0,1,0,100
068315-07042013,Autumn,6200,1,Cooking-time,shopping_mall,Week_ends,0,6,0,100
068353-07042013,Autumn,6110,1,Office Hours,school,Week_ends,0,4,0,100
068617-07042013,Autumn,6900,1,Cooking-time,school,Week_ends,0,18,0,100
068644-07042013,Autumn,6200,0,Night-time,school,Week_ends,0,4,0,100
068666-08042013,Autumn,1100,1,Night-time,others,Work_days,0,20,0,100
068820-08042013,Autumn,6900,2,Office Hours,hotel,Work_days,0,1,0,100
068906-08042013,Autumn,6990,2,Cooking-time,house,Work_days,0,2,0,100
068914-08042013,Autumn,6900,3,Cooking-time,others,Work_days,0,8,0,100
069046-08042013,Autumn,6200,1,Office Hours,others,Work_days,0,6,0,100
069089-08042013,Autumn,6900,2,Cooking-time,hospital,Work_days,0,7,0,100
069166-08042013,Autumn,6100,2,Cooking-time,hospital,Work_days,0,14,0,100
069175-08042013,Autumn,1100,0,Night-time,hotel,Work_days,0,3,0,100
069176-08042013,Autumn,6990,1,Night-time,office,Work_days,0,14,0,100
069206-09042013,Autumn,6900,2,Night-time,hotel,Work_days,0,3,0,100
069218-09042013,Autumn,6900,1,Night-time,hotel,Work_days,0,9,0,100
069223-09042013,Autumn,6990,2,Night-time,office,Work_days,0,3,0,100
069245-09042013,Autumn,6210,0,Night-time,office,Work_days,0,1,0,100
069292-09042013,Autumn,6100,2,Cooking-time,rest_home,Work_days,0,2,0,100
069313-09042013,Autumn,6100,3,Cooking-time,hospital,Work_days,0,2,0,100
069314-09042013,Autumn,6210,1,Cooking-time,office,Work_days,0,1,0,100
069342-09042013,Autumn,6900,4,Office Hours,others,Work_days,0,3,0,100
069377-09042013,Autumn,6200,0,Office Hours,restaurant,Work_days,0,1,0,100
069435-09042013,Autumn,1120,1,Cooking-time,others,Work_days,0,1,0,100
069496-09042013,Autumn,6110,1,Office Hours,office,Work_days,0,6,0,100
069685-10042013,Autumn,1100,1,Night-time,apartment,Work_days,0,6,0,100
069696-10042013,Autumn,6200,1,Night-time,office,Work_days,0,4,0,100
069741-10042013,Autumn,1100,1,Night-time,hospital,Work_days,0,1,0,100
069742-10042013,Autumn,6990,1,Night-time,industry_facility,Work_days,0,5,0,100
069931-10042013,Autumn,6100,2,Office Hours,hospital,Work_days,0,8,0,100
069958-10042013,Autumn,1100,2,Cooking-time,hospital,Work_days,0,1,0,100
069973-10042013,Autumn,6900,1,Cooking-time,restaurant,Work_days,0,2,0,100
070039-10042013,Autumn,6900,2,Office Hours,apartment,Work_days,0,1,0,100
070076-10042013,Autumn,6200,2,Office Hours,office,Work_days,0,1,0,100
070295-11042013,Autumn,1100,0,Night-time,industry_facility,Work_days,0,3,0,100
070608-11042013,Autumn,6990,3,Office Hours,others,Work_days,0,2,0,100
070835-11042013,Autumn,6900,1,Night-time,shopping_mall,Work_days,0,11,0,100
070849-12042013,Autumn,6200,1,Night-time,shopping_mall,Work_days,0,3,0,100
070860-12042013,Autumn,6100,1,Night-time,rest_home,Work_days,0,15,0,100
070935-12042013,Autumn,6990,4,Cooking-time,others,Work_days,0,4,0,100
071467-13042013,Autumn,6990,1,Night-time,apartment,Week_ends,0,19,0,100
071557-13042013,Autumn,6100,1,Night-time,rest_home,Week_ends,0,10,0,100
071663-13042013,Autumn,6900,1,Office Hours,rest_home,Week_ends,0,5,0,100
071749-13042013,Autumn,6900,2,Cooking-time,school,Week_ends,0,3,0,100
071899-13042013,Autumn,6110,0,Office Hours,public_facility,Week_ends,0,8,0,100
072197-14042013,Autumn,6900,3,Night-time,school,Week_ends,0,1,0,100
072209-14042013,Autumn,6900,4,Night-time,school,Week_ends,0,1,0,100
072210-14042013,Autumn,0,0,Night-time,school,Week_ends,0,1,0,100
072219-14042013,Autumn,6900,5,Night-time,school,Week_ends,0,1,0,100
072255-14042013,Autumn,6200,1,Cooking-time,apartment,Week_ends,0,4,0,100
072344-14042013,Autumn,6110,1,Office Hours,office,Week_ends,0,3,0,100
072459-14042013,Autumn,6100,2,Office Hours,shopping_mall,Week_ends,0,1,0,100
072657-14042013,Autumn,6100,3,Cooking-time,shopping_mall,Week_ends,0,1,0,100
072666-14042013,Autumn,6100,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
073080-15042013,Autumn,6900,1,Cooking-time,tansport,Work_days,0,11,0,100
073263-15042013,Autumn,6900,1,Cooking-time,industry_facility,Work_days,0,7,0,100
073278-15042013,Autumn,6990,2,Cooking-time,school,Work_days,0,2,0,100
073394-16042013,Autumn,6110,1,Night-time,school,Work_days,0,12,0,100
073430-16042013,Autumn,6900,2,Night-time,hospital,Work_days,0,5,0,100
073585-16042013,Autumn,6100,2,Office Hours,shopping_mall,Work_days,0,2,0,100
074030-17042013,Autumn,0,0,Cooking-time,others,Work_days,0,1,0,100
074076-17042013,Autumn,0,0,Cooking-time,house,Work_days,0,1,0,100
074096-17042013,Autumn,0,0,Office Hours,hotel,Work_days,0,1,0,100
074205-17042013,Autumn,6100,1,Cooking-time,industry_facility,Work_days,0,1,0,100
074592-18042013,Autumn,1170,0,Night-time,others,Work_days,0,2,0,100
074739-18042013,Autumn,6100,2,Office Hours,school,Work_days,0,6,0,100
075039-18042013,Autumn,1100,0,Office Hours,tansport,Work_days,0,3,0,100
075166-18042013,Autumn,6200,2,Cooking-time,school,Work_days,0,1,0,100
075307-19042013,Autumn,6100,3,Night-time,hospital,Work_days,0,3,0,100
075332-19042013,Autumn,6100,1,Cooking-time,office,Work_days,0,8,0,100
075452-19042013,Autumn,6100,0,Office Hours,house,Work_days,0,16,0,100
075512-19042013,Autumn,6990,2,Cooking-time,hotel,Work_days,0,5,0,100
075612-19042013,Autumn,6110,1,Office Hours,public_facility,Work_days,0,2,0,100
075728-19042013,Autumn,6200,1,Cooking-time,public_facility,Work_days,0,5,0,100
075740-19042013,Autumn,6200,1,Cooking-time,hotel,Work_days,0,6,0,100
075807-19042013,Autumn,6200,2,Cooking-time,public_facility,Work_days,0,1,0,100
075831-19042013,Autumn,6200,3,Night-time,public_facility,Work_days,0,1,0,100
075840-19042013,Autumn,6900,1,Night-time,industry_facility,Work_days,0,7,0,100
075882-20042013,Autumn,1120,0,Night-time,others,Week_ends,0,9,0,100
075895-20042013,Autumn,6110,0,Night-time,hotel,Week_ends,0,7,0,100
075987-20042013,Autumn,6110,1,Cooking-time,office,Week_ends,0,2,0,100
076079-20042013,Autumn,6110,2,Office Hours,public_facility,Week_ends,0,1,0,100
076107-20042013,Autumn,6900,3,Office Hours,others,Week_ends,0,3,0,100
076124-20042013,Autumn,6900,4,Office Hours,others,Week_ends,0,3,0,100
076256-20042013,Autumn,6200,0,Office Hours,hospital,Week_ends,0,2,0,100
076286-20042013,Autumn,6100,0,Office Hours,restaurant,Week_ends,0,1,0,100
076468-20042013,Autumn,6100,2,Night-time,public_facility,Week_ends,0,1,0,100
076580-21042013,Autumn,1120,0,Night-time,office,Week_ends,0,2,0,100
076597-21042013,Autumn,6990,2,Cooking-time,others,Week_ends,0,12,0,100
076629-21042013,Autumn,6100,2,Cooking-time,others,Week_ends,0,10,0,100
076688-21042013,Autumn,6100,1,Office Hours,rest_home,Week_ends,0,2,0,100
076787-21042013,Autumn,6100,2,Office Hours,rest_home,Week_ends,0,1,0,100
076849-21042013,Autumn,6100,0,Office Hours,industry_facility,Week_ends,0,7,0,100
076900-21042013,Autumn,6990,1,Cooking-time,school,Week_ends,0,9,0,100
077506-22042013,Autumn,6900,3,Cooking-time,house,Work_days,0,1,0,100
077761-23042013,Autumn,6900,2,Office Hours,public_facility,Work_days,0,4,0,100
077918-23042013,Autumn,6990,1,Office Hours,school,Work_days,0,9,0,100
078151-24042013,Autumn,1100,2,Night-time,others,Work_days,0,3,0,100
078264-24042013,Autumn,1100,0,Office Hours,hospital,Work_days,0,9,0,100
078687-24042013,Autumn,6110,0,Night-time,office,Work_days,0,8,0,100
078849-25042013,Autumn,6100,2,Cooking-time,apartment,Work_days,0,5,0,100
078863-25042013,Autumn,6200,1,Cooking-time,school,Work_days,0,3,0,100
